what,kind,bundleId,bundleVersion,description,time
activated,view,kr.re.etri.tpl,1.0.0,kr.re.etri.tpl.diagram.views.ProjectNavigatorView,1254374544189
started,bundle,org.eclipse.nab.core,0.9.9.200806181757,org.eclipse.nab.core,1254374544720
stopped,bundle,org.eclipse.nab.mwt.jni,3.97.12.200806181757,org.eclipse.nab.mwt.jni,1254374544783
stopped,bundle,org.eclipse.nab.mwt,0.9.9.200806181757,org.eclipse.nab.mwt,1254374544783
started,bundle,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.workbench.texteditor,1254374545799
started,bundle,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.editors,1254374545799
started,bundle,org.eclipse.core.filebuffers,3.4.0.v20080603-2000,org.eclipse.core.filebuffers,1254374546236
opened,editor,kr.re.etri.tpl,1.0.0,kr.re.etri.tpl.script.editors.TPLEditor,1254374546892
activated,editor,kr.re.etri.tpl,1.0.0,kr.re.etri.tpl.script.editors.TPLEditor,1254374547033
activated,view,kr.re.etri.tpl,1.0.0,kr.re.etri.tpl.diagram.views.ProjectNavigatorView,1254374560814
activated,editor,kr.re.etri.tpl,1.0.0,kr.re.etri.tpl.diagram.editors.TPLDiagramEditor,1254374561033
activated,view,kr.re.etri.tpl,1.0.0,kr.re.etri.tpl.diagram.views.ModelNavigatorViewPart,1254374571970
activated,editor,kr.re.etri.tpl,1.0.0,kr.re.etri.tpl.diagram.editors.TPLDiagramEditor,1254374583236
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254375233908
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254375578486
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254375581236
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254375586345
started,bundle,org.eclipse.jdt.core,3.4.4.v_894_R34x,org.eclipse.jdt.core,1254375586892
started,bundle,org.eclipse.mylyn.java.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.ui,1254375586892
started,bundle,org.eclipse.jdt.core.manipulation,1.2.0.v20080603-2000,org.eclipse.jdt.core.manipulation,1254375587002
started,bundle,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui,1254375587017
started,bundle,org.eclipse.mylyn.resources.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.resources.ui,1254375587049
started,bundle,org.eclipse.mylyn.pde.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.pde.ui,1254375587095
started,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1254375587111
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254375587158
