what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.views.showView,1254722510234
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254722528515
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254722558312
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254722560265
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254722621656
opened,view,kr.re.etri.tpl,1.0.0,kr.re.etri.tpl.diagram.monitoring.MonitoringLogView,1254722621671
activated,view,kr.re.etri.tpl,1.0.0,kr.re.etri.tpl.diagram.monitoring.MonitoringLogView,1254722621687
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.views.showView,1254722621687
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.views.showView,1254722621687
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254722624078
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254722659796
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254722660484
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254722808906
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254722811656
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254723269828
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254723271265
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254725353937
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254728852421
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254728989765
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254729016734
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254729029062
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254729830218
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254729831390
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254730013250
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1254730028234
