what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.resources,1254370096408
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.bugzilla.ui,1254370096408
started,bundle,org.eclipse.core.runtime.compatibility,3.2.0.v20071008,org.eclipse.core.runtime.compatibility,1254370096408
started,bundle,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui,1254370096408
started,bundle,org.eclipse.core.resources,3.4.2.R34x_v20090126,org.eclipse.core.resources,1254370096408
started,bundle,org.eclipse.mylyn.commons.net,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.commons.net,1254370096408
started,bundle,org.eclipse.emf.ecore,2.4.2.v200902171115,org.eclipse.emf.ecore,1254370096408
started,bundle,org.eclipse.emf.edit,2.4.2.v200902171115,org.eclipse.emf.edit,1254370096408
started,bundle,org.eclipse.equinox.common,3.4.0.v20080421-2006,org.eclipse.equinox.common,1254370096408
started,bundle,kr.re.etri.tpl,1.0.0,kr.re.etri.tpl,1254370096408
started,bundle,org.eclipse.team.ui,3.4.1.r34x_20080827,org.eclipse.team.ui,1254370096408
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.100.v20070502,org.eclipse.core.runtime.compatibility.auth,1254370096408
started,bundle,org.eclipse.core.runtime,3.4.0.v20080512,org.eclipse.core.runtime,1254370096408
started,bundle,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console,1254370096408
started,bundle,org.eclipse.core.databinding,1.1.1.M20080827-0800b,org.eclipse.core.databinding,1254370096408
started,bundle,org.eclipse.update.core,3.2.202.R34x_v20081128,org.eclipse.update.core,1254370096408
started,bundle,org.eclipse.mylyn.context.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.context.ui,1254370096408
started,bundle,org.eclipse.equinox.registry,3.4.0.v20080516-0950,org.eclipse.equinox.registry,1254370096408
started,bundle,org.eclipse.ui.forms,3.3.103.v20081027_34x,org.eclipse.ui.forms,1254370096408
started,bundle,com.ibm.icu,3.8.1.v20080530,com.ibm.icu,1254370096408
started,bundle,org.eclipse.emf.ecore.xmi,2.4.1.v200902171115,org.eclipse.emf.ecore.xmi,1254370096408
started,bundle,org.eclipse.mylyn.commons.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.commons.ui,1254370096408
started,bundle,org.eclipse.draw2d,3.4.2.v20090114-1330,org.eclipse.draw2d,1254370096408
started,bundle,org.eclipse.team.cvs.ui,3.3.100.r34x_20090121,org.eclipse.team.cvs.ui,1254370096408
started,bundle,org.eclipse.emf.common,2.4.0.v200902171115,org.eclipse.emf.common,1254370096408
