what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1255401138515
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1255401331531
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1255401378000
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1255401451812
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1255401806984
activated,view,kr.re.etri.tpl,1.0.0,kr.re.etri.tpl.diagram.views.TaskNavigatorViewPart,1255401807000
activated,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.ContentOutline,1255401822656
activated,editor,kr.re.etri.tpl,1.0.0,kr.re.etri.tpl.diagram.editors.TPLDiagramEditor,1255401845937
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1255401872593
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1255401876984
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1255401883968
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1255401896437
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1255401896515
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1255401897546
started,bundle,org.eclipse.jdt.core,3.4.4.v_894_R34x,org.eclipse.jdt.core,1255401898156
started,bundle,org.eclipse.mylyn.java.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.ui,1255401898187
started,bundle,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.editors,1255401898187
started,bundle,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.workbench.texteditor,1255401898203
started,bundle,org.eclipse.jdt.core.manipulation,1.2.0.v20080603-2000,org.eclipse.jdt.core.manipulation,1255401898375
started,bundle,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui,1255401898390
started,bundle,org.eclipse.mylyn.pde.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.pde.ui,1255401898484
started,bundle,org.eclipse.mylyn.resources.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.resources.ui,1255401898500
started,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1255401898515
started,bundle,org.eclipse.core.filebuffers,3.4.0.v20080603-2000,org.eclipse.core.filebuffers,1255401898578
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1255401898625
